"Step","run_11 - train_loss","run_11 - train_loss__MIN","run_11 - train_loss__MAX"
"483","2.328299045562744","2.328299045562744","2.328299045562744"
"488","2.489701747894287","2.489701747894287","2.489701747894287"
"490","2.3103089332580566","2.3103089332580566","2.3103089332580566"
"494","2.5667529106140137","2.5667529106140137","2.5667529106140137"
"497","2.5511980056762695","2.5511980056762695","2.5511980056762695"
"501","2.5035958290100098","2.5035958290100098","2.5035958290100098"
"503","2.3751683235168457","2.3751683235168457","2.3751683235168457"
"506","2.4534685611724854","2.4534685611724854","2.4534685611724854"
"511","2.5936765670776367","2.5936765670776367","2.5936765670776367"
"515","2.4112257957458496","2.4112257957458496","2.4112257957458496"
"517","2.3570337295532227","2.3570337295532227","2.3570337295532227"
"519","2.3028717041015625","2.3028717041015625","2.3028717041015625"
"526","2.3632760047912598","2.3632760047912598","2.3632760047912598"
"527","2.490015983581543","2.490015983581543","2.490015983581543"
"532","2.383777141571045","2.383777141571045","2.383777141571045"
"534","2.2480368614196777","2.2480368614196777","2.2480368614196777"
"537","2.4246184825897217","2.4246184825897217","2.4246184825897217"
"542","2.2674808502197266","2.2674808502197266","2.2674808502197266"
"545","2.417478084564209","2.417478084564209","2.417478084564209"
"549","2.291067600250244","2.291067600250244","2.291067600250244"
"550","2.409635543823242","2.409635543823242","2.409635543823242"
"552","2.378391742706299","2.378391742706299","2.378391742706299"
"568","2.286604404449463","2.286604404449463","2.286604404449463"
"575","2.359140157699585","2.359140157699585","2.359140157699585"
"578","2.399606227874756","2.399606227874756","2.399606227874756"
"582","2.452754497528076","2.452754497528076","2.452754497528076"
"583","2.4037537574768066","2.4037537574768066","2.4037537574768066"
"585","2.326207160949707","2.326207160949707","2.326207160949707"
"586","2.380073070526123","2.380073070526123","2.380073070526123"
"589","2.2603378295898438","2.2603378295898438","2.2603378295898438"
"591","2.5679376125335693","2.5679376125335693","2.5679376125335693"
"595","2.2467970848083496","2.2467970848083496","2.2467970848083496"
"597","2.4030864238739014","2.4030864238739014","2.4030864238739014"
"606","2.3512630462646484","2.3512630462646484","2.3512630462646484"
"613","2.4086685180664062","2.4086685180664062","2.4086685180664062"
"614","2.234316349029541","2.234316349029541","2.234316349029541"
"635","2.238477945327759","2.238477945327759","2.238477945327759"
"644","2.2708699703216553","2.2708699703216553","2.2708699703216553"
"646","2.343979835510254","2.343979835510254","2.343979835510254"
"647","2.387759208679199","2.387759208679199","2.387759208679199"
"648","2.2166099548339844","2.2166099548339844","2.2166099548339844"
"649","2.330854892730713","2.330854892730713","2.330854892730713"
"651","2.2385873794555664","2.2385873794555664","2.2385873794555664"
"652","2.1817712783813477","2.1817712783813477","2.1817712783813477"
"653","2.3758351802825928","2.3758351802825928","2.3758351802825928"
"663","2.2128219604492188","2.2128219604492188","2.2128219604492188"
"668","2.1911816596984863","2.1911816596984863","2.1911816596984863"
"676","2.2624316215515137","2.2624316215515137","2.2624316215515137"
"686","2.3432204723358154","2.3432204723358154","2.3432204723358154"
"702","2.3123960494995117","2.3123960494995117","2.3123960494995117"
"703","2.191857099533081","2.191857099533081","2.191857099533081"
"715","2.268857955932617","2.268857955932617","2.268857955932617"
"719","2.256869316101074","2.256869316101074","2.256869316101074"
"722","2.2285869121551514","2.2285869121551514","2.2285869121551514"
"724","2.2844889163970947","2.2844889163970947","2.2844889163970947"
"726","2.2624621391296387","2.2624621391296387","2.2624621391296387"
"731","2.254178047180176","2.254178047180176","2.254178047180176"
"752","2.2929129600524902","2.2929129600524902","2.2929129600524902"
"755","2.2970519065856934","2.2970519065856934","2.2970519065856934"
"761","2.32572603225708","2.32572603225708","2.32572603225708"
"763","2.125556468963623","2.125556468963623","2.125556468963623"
"770","2.2012619972229004","2.2012619972229004","2.2012619972229004"
"774","2.168949842453003","2.168949842453003","2.168949842453003"
"776","2.212660312652588","2.212660312652588","2.212660312652588"
"782","2.243797540664673","2.243797540664673","2.243797540664673"
"789","2.2074005603790283","2.2074005603790283","2.2074005603790283"
"790","2.302886962890625","2.302886962890625","2.302886962890625"
"802","2.1537024974823","2.1537024974823","2.1537024974823"
"805","2.109023094177246","2.109023094177246","2.109023094177246"
"807","2.2699081897735596","2.2699081897735596","2.2699081897735596"
"813","2.1453542709350586","2.1453542709350586","2.1453542709350586"
"827","2.2898144721984863","2.2898144721984863","2.2898144721984863"
"828","2.429409980773926","2.429409980773926","2.429409980773926"
"838","2.209656238555908","2.209656238555908","2.209656238555908"
"839","2.1748714447021484","2.1748714447021484","2.1748714447021484"
"840","2.2426915168762207","2.2426915168762207","2.2426915168762207"
"849","2.206954002380371","2.206954002380371","2.206954002380371"
"855","2.1662490367889404","2.1662490367889404","2.1662490367889404"
"862","2.182032346725464","2.182032346725464","2.182032346725464"
"864","2.000744342803955","2.000744342803955","2.000744342803955"
"871","2.150775909423828","2.150775909423828","2.150775909423828"
"876","2.2343673706054688","2.2343673706054688","2.2343673706054688"
"878","2.01930570602417","2.01930570602417","2.01930570602417"
"879","2.1343281269073486","2.1343281269073486","2.1343281269073486"
"882","2.114504814147949","2.114504814147949","2.114504814147949"
"883","2.3251757621765137","2.3251757621765137","2.3251757621765137"
"885","2.2542097568511963","2.2542097568511963","2.2542097568511963"
"886","2.14070987701416","2.14070987701416","2.14070987701416"
"892","2.186546802520752","2.186546802520752","2.186546802520752"
"896","2.0781235694885254","2.0781235694885254","2.0781235694885254"
"904","2.158844470977783","2.158844470977783","2.158844470977783"
"906","2.1380832195281982","2.1380832195281982","2.1380832195281982"
"907","2.1678318977355957","2.1678318977355957","2.1678318977355957"
"914","2.2065072059631348","2.2065072059631348","2.2065072059631348"
"920","2.198878765106201","2.198878765106201","2.198878765106201"
"921","2.169846773147583","2.169846773147583","2.169846773147583"
"922","2.21285343170166","2.21285343170166","2.21285343170166"
"925","2.1809604167938232","2.1809604167938232","2.1809604167938232"
"926","2.212296724319458","2.212296724319458","2.212296724319458"
"939","2.1611528396606445","2.1611528396606445","2.1611528396606445"
"940","2.10330867767334","2.10330867767334","2.10330867767334"
"946","2.186058282852173","2.186058282852173","2.186058282852173"
"948","2.130972385406494","2.130972385406494","2.130972385406494"
"949","2.1136810779571533","2.1136810779571533","2.1136810779571533"
"950","2.2690162658691406","2.2690162658691406","2.2690162658691406"
"955","2.282416343688965","2.282416343688965","2.282416343688965"
"962","2.0741021633148193","2.0741021633148193","2.0741021633148193"
"963","2.201904058456421","2.201904058456421","2.201904058456421"
"965","1.987548828125","1.987548828125","1.987548828125"
"972","2.1547741889953613","2.1547741889953613","2.1547741889953613"
"976","2.0924291610717773","2.0924291610717773","2.0924291610717773"
"981","2.1283822059631348","2.1283822059631348","2.1283822059631348"
"991","2.216306686401367","2.216306686401367","2.216306686401367"
"994","2.3763980865478516","2.3763980865478516","2.3763980865478516"
"997","2.2057671546936035","2.2057671546936035","2.2057671546936035"
"998","1.9837169647216797","1.9837169647216797","1.9837169647216797"
"1001","2.1382412910461426","2.1382412910461426","2.1382412910461426"
"1003","2.1114864349365234","2.1114864349365234","2.1114864349365234"
"1008","2.2772529125213623","2.2772529125213623","2.2772529125213623"
"1011","2.0623128414154053","2.0623128414154053","2.0623128414154053"
"1012","2.196536064147949","2.196536064147949","2.196536064147949"
"1015","2.048647403717041","2.048647403717041","2.048647403717041"
"1019","2.167534589767456","2.167534589767456","2.167534589767456"
"1020","2.2098193168640137","2.2098193168640137","2.2098193168640137"
"1021","2.098656415939331","2.098656415939331","2.098656415939331"
"1026","2.294971466064453","2.294971466064453","2.294971466064453"
"1027","2.139965057373047","2.139965057373047","2.139965057373047"
"1041","2.1419968605041504","2.1419968605041504","2.1419968605041504"
"1043","2.2610554695129395","2.2610554695129395","2.2610554695129395"
"1049","2.045891523361206","2.045891523361206","2.045891523361206"
"1050","2.079029083251953","2.079029083251953","2.079029083251953"
"1054","2.0499587059020996","2.0499587059020996","2.0499587059020996"
"1056","2.1087217330932617","2.1087217330932617","2.1087217330932617"
"1057","2.117218494415283","2.117218494415283","2.117218494415283"
"1061","2.0659780502319336","2.0659780502319336","2.0659780502319336"
"1063","2.0249931812286377","2.0249931812286377","2.0249931812286377"
"1065","2.161374092102051","2.161374092102051","2.161374092102051"
"1067","2.0530877113342285","2.0530877113342285","2.0530877113342285"
"1071","2.129986524581909","2.129986524581909","2.129986524581909"
"1074","2.137380838394165","2.137380838394165","2.137380838394165"
"1075","2.1691017150878906","2.1691017150878906","2.1691017150878906"
"1079","2.2978720664978027","2.2978720664978027","2.2978720664978027"
"1082","2.03157901763916","2.03157901763916","2.03157901763916"
"1085","2.11403751373291","2.11403751373291","2.11403751373291"
"1088","2.1773483753204346","2.1773483753204346","2.1773483753204346"
"1104","2.1029319763183594","2.1029319763183594","2.1029319763183594"
"1108","2.2085764408111572","2.2085764408111572","2.2085764408111572"
"1113","2.079011917114258","2.079011917114258","2.079011917114258"
"1121","2.1683480739593506","2.1683480739593506","2.1683480739593506"
"1128","2.105515718460083","2.105515718460083","2.105515718460083"
"1129","2.148104190826416","2.148104190826416","2.148104190826416"
"1131","2.224031448364258","2.224031448364258","2.224031448364258"
"1132","2.109941005706787","2.109941005706787","2.109941005706787"
"1133","2.0012617111206055","2.0012617111206055","2.0012617111206055"
"1136","2.204627275466919","2.204627275466919","2.204627275466919"
"1137","2.009763240814209","2.009763240814209","2.009763240814209"
"1138","2.0984692573547363","2.0984692573547363","2.0984692573547363"
"1143","2.0950422286987305","2.0950422286987305","2.0950422286987305"
"1145","2.143383502960205","2.143383502960205","2.143383502960205"
"1159","2.232760429382324","2.232760429382324","2.232760429382324"
"1164","1.9802534580230713","1.9802534580230713","1.9802534580230713"
"1165","2.2026174068450928","2.2026174068450928","2.2026174068450928"
"1168","2.0741775035858154","2.0741775035858154","2.0741775035858154"
"1183","2.073202610015869","2.073202610015869","2.073202610015869"
"1187","2.1051430702209473","2.1051430702209473","2.1051430702209473"
"1203","2.0843679904937744","2.0843679904937744","2.0843679904937744"
"1212","2.1116838455200195","2.1116838455200195","2.1116838455200195"
"1213","2.1556687355041504","2.1556687355041504","2.1556687355041504"
"1217","2.128936290740967","2.128936290740967","2.128936290740967"
"1223","2.1656365394592285","2.1656365394592285","2.1656365394592285"
"1225","2.1309540271759033","2.1309540271759033","2.1309540271759033"
"1229","2.149811029434204","2.149811029434204","2.149811029434204"
"1230","1.9642568826675415","1.9642568826675415","1.9642568826675415"
"1233","2.148383617401123","2.148383617401123","2.148383617401123"
"1234","2.1313183307647705","2.1313183307647705","2.1313183307647705"
"1235","2.243774890899658","2.243774890899658","2.243774890899658"
"1237","2.0953750610351562","2.0953750610351562","2.0953750610351562"
"1239","2.08145809173584","2.08145809173584","2.08145809173584"
"1247","2.1628577709198","2.1628577709198","2.1628577709198"
"1248","2.1058616638183594","2.1058616638183594","2.1058616638183594"
"1252","2.1143107414245605","2.1143107414245605","2.1143107414245605"
"1253","1.9338220357894897","1.9338220357894897","1.9338220357894897"
"1260","1.9980592727661133","1.9980592727661133","1.9980592727661133"
"1262","1.9965260028839111","1.9965260028839111","1.9965260028839111"
"1263","1.954843282699585","1.954843282699585","1.954843282699585"
"1269","2.1163697242736816","2.1163697242736816","2.1163697242736816"
"1270","2.047483444213867","2.047483444213867","2.047483444213867"
"1272","2.201758861541748","2.201758861541748","2.201758861541748"
"1274","2.0461738109588623","2.0461738109588623","2.0461738109588623"
"1280","2.1270036697387695","2.1270036697387695","2.1270036697387695"
"1281","2.02597975730896","2.02597975730896","2.02597975730896"
"1284","2.0157341957092285","2.0157341957092285","2.0157341957092285"
"1287","1.9488731622695923","1.9488731622695923","1.9488731622695923"
"1288","2.074681282043457","2.074681282043457","2.074681282043457"
"1289","2.041670083999634","2.041670083999634","2.041670083999634"
"1295","1.9896502494812012","1.9896502494812012","1.9896502494812012"
"1302","2.1246509552001953","2.1246509552001953","2.1246509552001953"
"1311","2.049206256866455","2.049206256866455","2.049206256866455"
"1312","2.1774721145629883","2.1774721145629883","2.1774721145629883"
"1313","2.0623631477355957","2.0623631477355957","2.0623631477355957"
"1316","2.174031972885132","2.174031972885132","2.174031972885132"
"1321","2.023930549621582","2.023930549621582","2.023930549621582"
"1323","2.100468158721924","2.100468158721924","2.100468158721924"
"1325","2.032219648361206","2.032219648361206","2.032219648361206"
"1326","2.1233725547790527","2.1233725547790527","2.1233725547790527"
"1327","2.116238832473755","2.116238832473755","2.116238832473755"
"1328","2.04771089553833","2.04771089553833","2.04771089553833"
"1333","2.0341458320617676","2.0341458320617676","2.0341458320617676"
"1334","2.172145366668701","2.172145366668701","2.172145366668701"
"1343","2.0820982456207275","2.0820982456207275","2.0820982456207275"
"1347","2.01273512840271","2.01273512840271","2.01273512840271"
"1349","2.1133432388305664","2.1133432388305664","2.1133432388305664"
"1351","2.0857415199279785","2.0857415199279785","2.0857415199279785"
"1352","2.1957688331604004","2.1957688331604004","2.1957688331604004"
"1353","1.9373633861541748","1.9373633861541748","1.9373633861541748"
"1360","2.12253475189209","2.12253475189209","2.12253475189209"
"1361","2.0256080627441406","2.0256080627441406","2.0256080627441406"
"1363","2.2194855213165283","2.2194855213165283","2.2194855213165283"
"1365","2.0420279502868652","2.0420279502868652","2.0420279502868652"
"1367","2.172060966491699","2.172060966491699","2.172060966491699"
"1368","2.189208507537842","2.189208507537842","2.189208507537842"
"1371","2.0116236209869385","2.0116236209869385","2.0116236209869385"
"1374","2.128377676010132","2.128377676010132","2.128377676010132"
"1378","2.1463069915771484","2.1463069915771484","2.1463069915771484"
"1386","2.2024333477020264","2.2024333477020264","2.2024333477020264"
"1387","2.0549793243408203","2.0549793243408203","2.0549793243408203"
"1392","2.1069722175598145","2.1069722175598145","2.1069722175598145"
"1393","2.0679404735565186","2.0679404735565186","2.0679404735565186"
"1395","1.98154878616333","1.98154878616333","1.98154878616333"
"1397","2.0499205589294434","2.0499205589294434","2.0499205589294434"
"1398","2.070603847503662","2.070603847503662","2.070603847503662"
"1399","2.03214693069458","2.03214693069458","2.03214693069458"
"1404","2.012165069580078","2.012165069580078","2.012165069580078"
"1405","2.1210975646972656","2.1210975646972656","2.1210975646972656"
"1407","2.051900625228882","2.051900625228882","2.051900625228882"
"1409","2.095125198364258","2.095125198364258","2.095125198364258"
"1411","2.093480110168457","2.093480110168457","2.093480110168457"
"1419","2.1853203773498535","2.1853203773498535","2.1853203773498535"
"1425","1.969609260559082","1.969609260559082","1.969609260559082"
"1429","2.068859577178955","2.068859577178955","2.068859577178955"
"1437","1.947251319885254","1.947251319885254","1.947251319885254"
"1447","2.105316162109375","2.105316162109375","2.105316162109375"
"1448","2.046107769012451","2.046107769012451","2.046107769012451"
"1449","2.1012306213378906","2.1012306213378906","2.1012306213378906"
"1450","2.0323433876037598","2.0323433876037598","2.0323433876037598"
"1453","2.0820634365081787","2.0820634365081787","2.0820634365081787"
"1458","2.0126137733459473","2.0126137733459473","2.0126137733459473"
"1459","2.0147242546081543","2.0147242546081543","2.0147242546081543"
"1462","2.0015077590942383","2.0015077590942383","2.0015077590942383"
"1465","2.1151814460754395","2.1151814460754395","2.1151814460754395"
"1466","1.9548721313476562","1.9548721313476562","1.9548721313476562"
"1471","2.0142407417297363","2.0142407417297363","2.0142407417297363"
"1473","2.045633316040039","2.045633316040039","2.045633316040039"
"1475","1.9737966060638428","1.9737966060638428","1.9737966060638428"
"1487","2.0744829177856445","2.0744829177856445","2.0744829177856445"
"1488","2.034329891204834","2.034329891204834","2.034329891204834"
"1489","2.0388376712799072","2.0388376712799072","2.0388376712799072"
"1491","2.115351676940918","2.115351676940918","2.115351676940918"
"1495","2.050199031829834","2.050199031829834","2.050199031829834"
"1501","1.976752758026123","1.976752758026123","1.976752758026123"
"1502","2.0309712886810303","2.0309712886810303","2.0309712886810303"
"1508","2.076490879058838","2.076490879058838","2.076490879058838"
"1509","2.0283312797546387","2.0283312797546387","2.0283312797546387"
"1512","2.081601142883301","2.081601142883301","2.081601142883301"
"1513","1.9611830711364746","1.9611830711364746","1.9611830711364746"
"1526","1.9022040367126465","1.9022040367126465","1.9022040367126465"
"1530","2.106032371520996","2.106032371520996","2.106032371520996"
"1532","2.0370304584503174","2.0370304584503174","2.0370304584503174"
"1533","1.9681060314178467","1.9681060314178467","1.9681060314178467"
"1538","2.0147109031677246","2.0147109031677246","2.0147109031677246"
"1540","2.009561777114868","2.009561777114868","2.009561777114868"
"1541","2.1116256713867188","2.1116256713867188","2.1116256713867188"
"1542","2.102524518966675","2.102524518966675","2.102524518966675"
"1547","2.1092143058776855","2.1092143058776855","2.1092143058776855"
"1548","1.898422122001648","1.898422122001648","1.898422122001648"
"1551","2.037914991378784","2.037914991378784","2.037914991378784"
"1552","2.0098118782043457","2.0098118782043457","2.0098118782043457"
"1556","2.1224985122680664","2.1224985122680664","2.1224985122680664"
"1559","2.1483023166656494","2.1483023166656494","2.1483023166656494"
"1561","2.1158859729766846","2.1158859729766846","2.1158859729766846"
"1562","2.043069362640381","2.043069362640381","2.043069362640381"
"1573","2.0672879219055176","2.0672879219055176","2.0672879219055176"
"1575","2.0122296810150146","2.0122296810150146","2.0122296810150146"
"1577","2.00655460357666","2.00655460357666","2.00655460357666"
"1578","2.0419626235961914","2.0419626235961914","2.0419626235961914"
"1586","2.1072182655334473","2.1072182655334473","2.1072182655334473"
"1589","2.0089774131774902","2.0089774131774902","2.0089774131774902"
"1590","1.8782726526260376","1.8782726526260376","1.8782726526260376"
"1593","1.925111174583435","1.925111174583435","1.925111174583435"
"1599","1.9975087642669678","1.9975087642669678","1.9975087642669678"
"1601","1.8933310508728027","1.8933310508728027","1.8933310508728027"
"1608","2.0212597846984863","2.0212597846984863","2.0212597846984863"
"1611","2.067800521850586","2.067800521850586","2.067800521850586"
"1614","2.009199619293213","2.009199619293213","2.009199619293213"
"1616","2.0364129543304443","2.0364129543304443","2.0364129543304443"
"1617","2.0438735485076904","2.0438735485076904","2.0438735485076904"
"1619","1.969043493270874","1.969043493270874","1.969043493270874"
"1623","2.069248676300049","2.069248676300049","2.069248676300049"
"1628","2.147536277770996","2.147536277770996","2.147536277770996"
"1634","2.0825726985931396","2.0825726985931396","2.0825726985931396"
"1636","2.00046443939209","2.00046443939209","2.00046443939209"
"1637","2.1337273120880127","2.1337273120880127","2.1337273120880127"
"1644","1.9602032899856567","1.9602032899856567","1.9602032899856567"
"1647","2.0816843509674072","2.0816843509674072","2.0816843509674072"
"1651","2.1195127964019775","2.1195127964019775","2.1195127964019775"
"1653","1.984330654144287","1.984330654144287","1.984330654144287"
"1658","1.9227436780929565","1.9227436780929565","1.9227436780929565"
"1659","2.013188362121582","2.013188362121582","2.013188362121582"
"1666","2.0298030376434326","2.0298030376434326","2.0298030376434326"
"1674","2.0441808700561523","2.0441808700561523","2.0441808700561523"
"1676","1.9653024673461914","1.9653024673461914","1.9653024673461914"
"1687","2.0691754817962646","2.0691754817962646","2.0691754817962646"
"1691","2.0281758308410645","2.0281758308410645","2.0281758308410645"
"1692","1.940688967704773","1.940688967704773","1.940688967704773"
"1701","1.9797559976577759","1.9797559976577759","1.9797559976577759"
"1703","2.0775036811828613","2.0775036811828613","2.0775036811828613"
"1706","2.0403237342834473","2.0403237342834473","2.0403237342834473"
"1708","1.9859057664871216","1.9859057664871216","1.9859057664871216"
"1710","2.0602149963378906","2.0602149963378906","2.0602149963378906"
"1712","1.9967290163040161","1.9967290163040161","1.9967290163040161"
"1713","2.049765110015869","2.049765110015869","2.049765110015869"
"1714","2.112654209136963","2.112654209136963","2.112654209136963"
"1715","2.2183427810668945","2.2183427810668945","2.2183427810668945"
"1717","2.05989670753479","2.05989670753479","2.05989670753479"
"1719","2.0280871391296387","2.0280871391296387","2.0280871391296387"
"1721","1.8852334022521973","1.8852334022521973","1.8852334022521973"
"1723","2.026052713394165","2.026052713394165","2.026052713394165"
"1725","1.967796802520752","1.967796802520752","1.967796802520752"
"1726","1.9658739566802979","1.9658739566802979","1.9658739566802979"
"1728","1.9367971420288086","1.9367971420288086","1.9367971420288086"
"1731","2.001819610595703","2.001819610595703","2.001819610595703"
"1733","2.0679054260253906","2.0679054260253906","2.0679054260253906"
"1735","1.9859925508499146","1.9859925508499146","1.9859925508499146"
"1742","2.0389676094055176","2.0389676094055176","2.0389676094055176"
"1753","1.8993844985961914","1.8993844985961914","1.8993844985961914"
"1754","1.935621976852417","1.935621976852417","1.935621976852417"
"1755","1.8746100664138794","1.8746100664138794","1.8746100664138794"
"1761","1.9586111307144165","1.9586111307144165","1.9586111307144165"
"1763","1.992748737335205","1.992748737335205","1.992748737335205"
"1769","1.9712265729904175","1.9712265729904175","1.9712265729904175"
"1771","1.938553810119629","1.938553810119629","1.938553810119629"
"1774","1.9417181015014648","1.9417181015014648","1.9417181015014648"
"1781","1.914635419845581","1.914635419845581","1.914635419845581"
